Airfoil name : GOE 358

Upper  X 	 Upper Y 
 0.00000	0.00000
 2.50000	3.21600
 5.00000	4.60200
 10.00000	6.58500
 15.00000	7.87800
 20.00000	8.91000
 30.00000	9.70500
 40.00000	9.65000
 50.00000	9.07500
 60.00000	8.07000
 70.00000	6.64500
 80.00000	4.99000
 90.00000	2.90500
 100.00000	0.32000

 Lower X 	Lower Y
 0.00000	0.00000
 2.50000	-1.76400
 5.00000	-2.14800
 10.00000	-2.38500
 15.00000	-2.25300
 20.00000	-1.96000
 30.00000	-0.67500
 40.00000	1.00000
 50.00000	2.31500
 60.00000	2.90000
 70.00000	2.89500
 80.00000	2.27000
 90.00000	1.17500
 100.00000	0.00000
